# Melhores coberturas conhecidas no mundo, e melhores limites inferiores
# já provados, para o covering design C(v,k,t).
#
# Fonte: La Jolla Covering Repository, D. M. Gordon.
#   https://github.com/dmgordo/LJCR
# Licença: Creative Commons Attribution 4.0 (CC BY 4.0).
#
# Gerado por ferramentas/atualizar-referencia.py — não editar à mão.
#
# v,k,t,melhor_conhecido,limite_publicado
46,14,6,11284,3470
46,14,7,59164,17937
46,15,2,13,13
46,15,3,48,43
46,15,4,214,138
46,15,5,1089,574
46,15,6,7235,2408
46,15,7,35121,9713
46,16,2,12,12
46,16,3,39,36
46,16,4,157,115
46,16,5,755,380
46,16,6,4554,1441
46,16,7,21230,5667
46,16,8,96419,23590
46,17,2,11,11
46,17,3,36,33
46,17,4,127,95
46,17,5,654,298
46,17,6,3180,969
46,17,7,13920,3372
46,17,8,59647,13800
46,18,2,10,10
46,18,3,32,26
46,18,4,107,77
46,18,5,454,225
46,18,6,1983,711
46,18,7,8413,2254
46,18,8,34210,7207
46,19,2,9,9
46,19,3,28,25
46,19,4,87,61
46,19,5,328,177
46,19,6,1396,521
46,19,7,5867,1490
46,19,8,21559,4644
46,20,2,7,7
46,20,3,24,19
46,20,4,70,51
46,20,5,241,138
46,20,6,963,350
46,20,7,3524,987
46,20,8,12655,2949
46,21,2,7,7
46,21,3,20,16
46,21,4,62,40
46,21,5,187,106
46,21,6,676,252
46,21,7,2302,686
46,21,8,8344,1968
46,22,2,7,7
46,22,3,15,15
46,22,4,38,33
46,22,5,123,78
46,22,6,459,180
46,22,7,1525,477
46,22,8,5336,1167
46,23,2,6,6
46,23,3,15,14
46,23,4,31,30
46,23,5,92,64
46,23,6,267,140
46,23,7,1064,320
46,23,8,3485,782
46,24,2,6,6
46,24,3,14,12
46,24,4,30,27
46,24,5,63,56
46,24,6,231,114
46,24,7,534,242
46,24,8,2238,526
47,3,2,361,361
47,4,2,188,188
47,4,3,4148,4148
47,5,2,113,113
47,5,3,1820,1627
47,5,4,35673,35673
47,6,2,79,79
47,6,3,946,870
47,6,4,15095,12181
47,7,2,56,54
47,7,3,589,464
47,7,4,7151,5097
47,7,5,107387,76443
47,8,2,44,42
47,8,3,345,312
47,8,4,4217,2627
47,8,5,41988,28106
47,9,2,35,34
47,9,3,253,215
47,9,4,2402,1562
47,9,5,25589,12764
47,10,2,29,29
47,10,3,187,156
47,10,4,1573,964
47,10,5,13763,6895
47,10,6,112873,55277
47,11,2,23,22
47,11,3,142,112
47,11,4,1037,633
47,11,5,8318,3833
47,11,6,61141,23291
47,12,2,20,20
47,12,3,92,83
47,12,4,577,427
47,12,5,4177,2213
47,12,6,32000,12679
47,13,2,18,18
47,13,3,82,73
47,13,4,494,293
47,13,5,3128,1429
47,13,6,20677,7264
47,14,2,15,14
47,14,3,67,54
47,14,4,330,215
47,14,5,2340,894
47,14,6,12511,4281
47,14,7,68989,21563
47,15,2,13,13
47,15,3,52,44
47,15,4,237,157
47,15,5,1265,649
47,15,6,8332,2648
47,15,7,42317,10873
47,16,2,12,12
47,16,3,42,39
47,16,4,175,127
47,16,5,759,406
47,16,6,5333,1687
47,16,7,24947,7074
47,17,2,11,11
47,17,3,38,34
47,17,4,130,100
47,17,5,728,319
47,17,6,3464,1051
47,17,7,16009,3984
47,17,8,69500,15668
47,18,2,10,10
47,18,3,34,29
47,18,4,117,87
47,18,5,499,249
47,18,6,2319,779
47,18,7,10759,2531
47,18,8,40990,8805
47,19,2,9,9
47,19,3,30,25
47,19,4,103,65
47,19,5,381,191
47,19,6,1600,557
47,19,7,6216,1759
47,19,8,25765,5576
47,20,2,8,8
47,20,3,24,22
47,20,4,72,59
47,20,5,279,144
47,20,6,1127,416
47,20,7,4253,1225
47,20,8,17027,3502
47,21,2,7,7
47,21,3,22,18
47,21,4,66,43
47,21,5,207,115
47,21,6,784,309
47,21,7,2602,784
47,21,8,9598,2209
47,22,2,7,7
47,22,3,18,15
47,22,4,54,35
47,22,5,152,86
47,22,6,545,227
47,22,7,1915,539
47,22,8,6560,1466
47,23,2,7,7
47,23,3,15,15
47,23,4,31,31
47,23,5,112,68
47,23,6,267,160
47,23,7,1343,368
47,23,8,3942,975
47,24,2,6,6
47,24,3,14,14
47,24,4,30,29
47,24,5,63,59
47,24,6,266,126
47,24,7,534,275
47,24,8,2817,627
48,3,2,384,384
48,4,2,192,192
48,4,3,4332,4332
48,5,2,117,116
48,5,3,1957,1806
48,5,4,39821,39821
48,6,2,80,80
48,6,3,987,904
48,6,4,15844,13016
48,7,2,56,55
48,7,3,627,542
48,7,4,8084,5966
48,7,5,119619,83527
48,8,2,47,44
48,8,3,349,324
48,8,4,4561,2784
48,8,5,43369,30582
48,9,2,37,35
48,9,3,294,224
48,9,4,2689,1664
48,9,5,28876,14011
48,10,2,30,29
48,10,3,192,164
48,10,4,1706,1032
48,10,5,15302,7498
48,11,2,26,24
48,11,3,156,127
48,11,4,1159,681
48,11,5,9328,4207
48,11,6,68848,30088
48,12,2,20,20
48,12,3,92,88
48,12,4,581,448
48,12,5,4436,2532
48,12,6,38390,15332
48,13,2,19,18
48,13,3,84,74
48,13,4,540,307
48,13,5,3351,1577
48,13,6,24402,8172
48,14,2,17,15
48,14,3,74,62
48,14,4,337,251
48,14,5,2512,1005
48,14,6,14811,4900
48,14,7,79980,24906
48,15,2,13,13
48,15,3,55,45
48,15,4,252,173
48,15,5,1514,688
48,15,6,9262,2861
48,15,7,48568,13700
48,16,2,12,12
48,16,3,43,40
48,16,4,195,132
48,16,5,759,471
48,16,6,6045,1947
48,16,7,28436,7944
48,17,2,12,12
48,17,3,38,35
48,17,4,138,111
48,17,5,749,359
48,17,6,4122,1147
48,17,7,19144,4764
48,17,8,84966,19974
48,18,2,10,10
48,18,3,35,30
48,18,4,122,91
48,18,5,549,267
48,18,6,2476,851
48,18,7,12144,2803
48,18,8,46695,10624
48,19,2,10,10
48,19,3,31,26
48,19,4,109,74
48,19,5,417,220
48,19,6,1856,630
48,19,7,7808,1968
48,19,8,30842,6395
48,20,2,8,8
48,20,3,24,22
48,20,4,87,60
48,20,5,285,156
48,20,6,1280,459
48,20,7,4860,1337
48,20,8,20009,4222
48,21,2,7,7
48,21,3,24,19
48,21,4,69,51
48,21,5,236,135
48,21,6,907,330
48,21,7,3518,951
48,21,8,12486,2800
48,22,2,7,7
48,22,3,19,16
48,22,4,57,40
48,22,5,175,94
48,22,6,662,251
48,22,7,2289,675
48,22,8,8274,1711
48,23,2,7,7
48,23,3,16,15
48,23,4,48,33
48,23,5,129,74
48,23,6,418,180
48,23,7,1682,474
48,23,8,5357,1125
48,24,2,6,6
48,24,3,14,14
48,24,4,30,30
48,24,5,63,62
48,24,6,266,136
48,24,7,534,320
48,24,8,3288,736
49,3,2,392,392
49,4,2,196,196
49,4,3,4708,4704
49,5,2,122,118
49,5,3,2088,1882
49,5,4,43267,42454
49,6,2,82,82
49,6,3,1042,948
49,6,4,17700,14749
49,7,2,56,56
49,7,3,657,560
49,7,4,8964,6328
49,8,2,49,44
49,8,3,350,337
49,8,4,4900,3320
49,8,5,51448,36542
49,9,2,38,36
49,9,3,309,240
49,9,4,2972,1764
49,9,5,32375,15158
49,10,2,30,30
49,10,3,198,172
49,10,4,1836,1098
49,10,5,17726,8154
49,11,2,27,25
49,11,3,162,130
49,11,4,1233,731
49,11,5,10720,4598
49,11,6,79528,33401
49,12,2,22,21
49,12,3,117,98
49,12,4,735,519
49,12,5,5353,2781
49,12,6,44885,17179
49,13,2,19,19
49,13,3,88,76
49,13,4,561,332
49,13,5,3606,1689
49,13,6,27519,9544
49,14,2,17,16
49,14,3,78,63
49,14,4,382,259
49,14,5,2886,1075
49,14,6,16435,5520
49,14,7,96548,28602
49,15,2,15,14
49,15,3,63,49
49,15,4,284,203
49,15,5,1656,820
49,15,6,10331,3283
49,15,7,58246,16007
49,16,2,13,13
49,16,3,44,41
49,16,4,209,138
49,16,5,1011,530
49,16,6,6789,2107
49,16,7,34725,8762
49,17,2,12,12
49,17,3,39,36
49,17,4,144,116
49,17,5,756,381
49,17,6,4131,1358
49,17,7,22312,5613
49,17,8,99232,22898
49,18,2,11,11
49,18,3,37,33
49,18,4,126,96
49,18,5,635,303
49,18,6,2907,978
49,18,7,13506,3123
49,18,8,60428,12969
49,19,2,10,10
49,19,3,32,26
49,19,4,114,78
49,19,5,454,235
49,19,6,2110,689
49,19,7,9189,2195
49,19,8,35095,7229
49,20,2,9,9
49,20,3,29,25
49,20,4,95,64
49,20,5,346,182
49,20,6,1478,539
49,20,7,5873,1544
49,20,8,23110,4822
49,21,2,7,7
49,21,3,24,19
49,21,4,75,52
49,21,5,266,140
49,21,6,1071,364
49,21,7,4174,1071
49,21,8,14554,3120
49,22,2,7,7
49,22,3,22,18
49,22,4,64,43
49,22,5,195,114
49,22,6,787,301
49,22,7,2854,735
49,22,8,10358,2119
49,23,2,7,7
49,23,3,16,15
49,23,4,52,35
49,23,5,136,86
49,23,6,474,201
49,23,7,2010,535
49,23,8,6080,1439
49,24,2,7,7
49,24,3,15,15
49,24,4,38,31
49,24,5,108,68
49,24,6,385,152
49,24,7,952,368
49,24,8,4498,968
50,3,2,417,417
50,4,2,213,213
50,4,3,4900,4900
50,5,2,130,130
50,5,3,2231,1960
50,5,4,47959,47040
50,6,2,87,84
50,6,3,1093,984
50,6,4,19733,15684
50,7,2,65,65
50,7,3,697,586
50,7,4,9967,6772
50,8,2,49,45
50,8,3,350,350
50,8,4,5269,3500
50,8,5,59210,39550
50,9,2,40,39
50,9,3,326,245
50,9,4,3214,1873
50,9,5,36900,18445
50,10,2,30,30
50,10,3,207,180
50,10,4,1972,1200
50,10,5,19541,8820
50,11,2,28,26
50,11,3,173,137
50,11,4,1375,782
50,11,5,11874,4991
50,11,6,93389,37064
50,12,2,23,21
50,12,3,122,105
50,12,4,773,542
50,12,5,6141,3046
50,12,6,50739,19159
50,13,2,20,20
50,13,3,92,81
50,13,4,577,378
50,13,5,3925,1997
50,13,6,30602,10697
50,14,2,18,16
50,14,3,80,68
50,14,4,428,272
50,14,5,2952,1186
50,14,6,18246,6033
50,15,2,15,14
50,15,3,68,54
50,15,4,324,210
50,15,5,1842,864
50,15,6,12170,3584
50,15,7,66428,18400
50,16,2,13,13
50,16,3,54,44
50,16,4,244,154
50,16,5,1096,635
50,16,6,7854,2563
50,16,7,40130,10260
50,17,2,12,12
50,17,3,41,39
50,17,4,154,121
50,17,5,853,406
50,17,6,4824,1559
50,17,7,25794,6198
50,18,2,11,11
50,18,3,38,34
50,18,4,131,100
50,18,5,703,323
50,18,6,3041,1059
50,18,7,15289,3773
50,18,8,70909,15592
50,19,2,10,10
50,19,3,35,29
50,19,4,120,87
50,19,5,538,253
50,19,6,2348,798
50,19,7,10624,2574
50,19,8,42448,8219
50,20,2,9,9
50,20,3,30,25
50,20,4,97,65
50,20,5,379,195
50,20,6,1717,588
50,20,7,6824,1723
50,20,8,26400,5488
50,21,2,8,8
50,21,3,26,22
50,21,4,80,60
50,21,5,290,153
50,21,6,1273,434
50,21,7,4906,1284
50,21,8,17824,3677
50,22,2,7,7
50,22,3,23,18
50,22,4,66,44
50,22,5,229,119
50,22,6,868,319
50,22,7,3496,828
50,22,8,11833,2435
50,23,2,7,7
50,23,3,20,16
50,23,4,54,40
50,23,5,165,94
50,23,6,546,248
50,23,7,2460,655
50,23,8,7883,1598
50,24,2,7,7
50,24,3,15,15
50,24,4,41,33
50,24,5,117,73
50,24,6,441,180
50,24,7,1196,419
50,24,8,5211,1115
51,3,2,425,425
51,4,2,217,217
51,4,3,5317,5317
51,5,2,135,133
51,5,3,2335,2173
51,5,4,52671,49980
51,6,2,90,85
51,6,3,1207,1105
51,6,4,21663,16660
51,7,2,66,66
51,7,3,752,612
51,7,4,10732,7170
51,8,2,51,51
51,8,3,415,415
51,8,4,5777,3736
51,8,5,69136,43172
51,9,2,41,40
51,9,3,334,255
51,9,4,3431,1984
51,9,5,40014,19834
51,10,2,35,33
51,10,3,238,199
51,10,4,2169,1250
51,10,5,21125,9553
51,11,2,29,27
51,11,3,181,140
51,11,4,1497,835
51,11,5,12905,5564
51,11,6,104356,40894
51,12,2,24,22
51,12,3,129,111
51,12,4,875,583
51,12,5,7094,3324
51,12,6,56774,21212
51,13,2,20,20
51,13,3,98,83
51,13,4,597,412
51,13,5,4462,2127
51,13,6,34441,11950
51,14,2,19,18
51,14,3,82,73
51,14,4,489,296
51,14,5,3529,1377
51,14,6,21744,7275
51,15,2,16,14
51,15,3,68,55
51,15,4,342,232
51,15,5,2012,925
51,15,6,13669,4033
51,15,7,79486,20513
51,16,2,13,13
51,16,3,57,45
51,16,4,265,173
51,16,5,1299,670
51,16,6,8769,2754
51,16,7,46610,11424
51,17,2,13,13
51,17,3,43,40
51,17,4,196,132
51,17,5,977,462
51,17,6,5664,1905
51,17,7,30141,7689
51,18,2,12,12
51,18,3,38,35
51,18,4,133,111
51,18,5,777,343
51,18,6,3890,1151
51,18,7,18459,4418
51,18,8,86970,17561
51,19,2,11,11
51,19,3,36,30
51,19,4,125,92
51,19,5,577,269
51,19,6,2584,867
51,19,7,12351,2843
51,19,8,51761,10128
51,20,2,10,10
51,20,3,31,26
51,20,4,112,74
51,20,5,421,222
51,20,6,1850,646
51,20,7,8095,2035
51,20,8,33157,6564
51,21,2,9,9
51,21,3,27,22
51,21,4,93,61
51,21,5,321,158
51,21,6,1408,474
51,21,7,5580,1428
51,21,8,20602,4185
51,22,2,8,8
51,22,3,24,19
51,22,4,71,51
51,22,5,249,140
51,22,6,1044,355
51,22,7,4116,1007
51,22,8,13553,2977
51,23,2,7,7
51,23,3,21,17
51,23,4,60,40
51,23,5,187,98
51,23,6,648,264
51,23,7,2882,709
51,23,8,9354,1836
51,24,2,7,7
51,24,3,16,15
51,24,4,51,34
51,24,5,130,85
51,24,6,502,200
51,24,7,1441,527
51,24,8,6687,1392
52,3,2,451,451
52,4,2,221,221
52,4,3,5525,5525
52,5,2,136,136
52,5,3,2442,2257
52,5,4,57964,55297
52,6,2,96,96
52,6,3,1283,1153
52,6,4,22990,18833
52,7,2,68,67
52,7,3,792,632
52,7,4,11714,8209
52,8,2,54,52
52,8,3,437,429
52,8,4,6044,3978
52,8,5,78907,46605
52,9,2,45,42
52,9,3,345,295
52,9,4,3650,2398
52,9,5,43002,21586
52,10,2,36,34
52,10,3,253,208
52,10,4,2317,1326
52,10,5,23295,10317
52,11,2,30,29
52,11,3,188,156
52,11,4,1572,941
52,11,5,14569,5910
52,12,2,24,23
52,12,3,130,117
52,12,4,930,607
52,12,5,8058,3619
52,12,6,62797,24111
52,13,2,21,20
52,13,3,101,88
52,13,4,638,444
52,13,5,5057,2332
52,13,6,39600,13296
52,14,2,19,18
52,14,3,83,75
52,14,4,527,309
52,14,5,3725,1531
52,14,6,24333,7901
52,15,2,17,15
52,15,3,77,63
52,15,4,398,254
52,15,5,2154,1027
52,15,6,14747,4774
52,15,7,88788,25220
52,16,2,13,13
52,16,3,59,46
52,16,4,283,179
52,16,5,1340,754
52,16,6,10205,3007
52,16,7,54480,13108
52,17,2,13,13
52,17,3,45,41
52,17,4,218,138
52,17,5,1137,530
52,17,6,6252,2050
52,17,7,34374,8424
52,18,2,12,12
52,18,3,39,38
52,18,4,136,116
52,18,5,819,382
52,18,6,4010,1335
52,18,7,21664,5504
52,19,2,11,11
52,19,3,37,33
52,19,4,129,96
52,19,5,663,304
52,19,6,3085,939
52,19,7,13925,3151
52,19,8,62781,12092
52,20,2,10,10
52,20,3,31,29
52,20,4,117,78
52,20,5,479,240
52,20,6,2029,700
52,20,7,9467,2255
52,20,8,37825,7392
52,21,2,9,9
52,21,3,29,25
52,21,4,101,65
52,21,5,373,184
52,21,6,1543,550
52,21,7,6573,1600
52,21,8,26107,5040
52,22,2,8,8
52,22,3,25,22
52,22,4,76,52
52,22,5,268,145
52,22,6,1211,374
52,22,7,4765,1121
52,22,8,16020,3376
52,23,2,7,7
52,23,3,23,19
52,23,4,65,44
52,23,5,198,116
52,23,6,766,317
52,23,7,3315,803
52,23,8,11329,2277
52,24,2,7,7
52,24,3,17,16
52,24,4,51,37
52,24,5,147,87
52,24,6,549,213
52,24,7,1814,572
52,24,8,7683,1537
53,3,2,460,460
53,4,2,239,239
53,4,3,5976,5976
53,5,2,140,139
53,5,3,2608,2344
53,5,4,60468,58565
53,6,2,98,98
53,6,3,1313,1202
53,6,4,24984,19937
53,7,2,70,69
53,7,3,830,727
53,7,4,12479,8730
53,8,2,56,53
53,8,3,480,444
53,8,4,6557,4187
53,8,5,90521,54385
53,9,2,45,43
53,9,3,356,307
53,9,4,3846,2527
53,9,5,48918,23426
53,10,2,37,35
53,10,3,267,223
53,10,4,2565,1564
53,10,5,26891,12710
53,11,2,30,29
53,11,3,194,164
53,11,4,1700,1003
53,11,5,16113,6390
53,12,2,27,25
53,12,3,148,129
53,12,4,1084,689
53,12,5,9151,4157
53,12,6,74317,26103
53,13,2,21,21
53,13,3,104,94
53,13,4,679,477
53,13,5,5612,2475
53,13,6,44286,14755
53,14,2,19,19
53,14,3,87,76
53,14,4,579,334
53,14,5,4273,1681
53,14,6,28216,8829
53,15,2,18,16
53,15,3,79,64
53,15,4,437,265
53,15,5,2283,1092
53,15,6,17078,5410
53,16,2,15,14
53,16,3,65,50
53,16,4,325,209
53,16,5,1673,842
53,16,6,11580,3402
53,16,7,64243,15814
53,17,2,13,13
53,17,3,46,42
53,17,4,228,144
53,17,5,1247,559
53,17,6,7234,2351
53,17,7,40068,9375
53,18,2,12,12
53,18,3,39,39
53,18,4,137,121
53,18,5,900,407
53,18,6,4882,1561
53,18,7,25414,6037
53,19,2,11,11
53,19,3,38,34
53,19,4,130,106
53,19,5,735,324
53,19,6,3429,1066
53,19,7,15481,3724
53,19,8,73867,15354
53,20,2,11,11
53,20,3,35,30
53,20,4,119,88
53,20,5,532,255
53,20,6,2460,806
53,20,7,10859,2489
53,20,8,45470,8351
53,21,2,10,10
53,21,3,31,26
53,21,4,111,74
53,21,5,409,197
53,21,6,1656,606
53,21,7,7216,1767
53,21,8,29095,5692
53,22,2,9,9
53,22,3,27,22
53,22,4,86,61
53,22,5,311,157
53,22,6,1289,444
53,22,7,5297,1325
53,22,8,18815,3855
53,23,2,7,7
53,23,3,24,19
53,23,4,68,51
53,23,5,225,120
53,23,6,925,335
53,23,7,3897,863
53,23,8,12344,2584
53,24,2,7,7
53,24,3,21,17
53,24,4,61,42
53,24,5,170,98
53,24,6,683,257
53,24,7,2390,701
53,24,8,9383,1774
54,3,2,486,486
54,4,2,243,243
54,4,3,6210,6210
54,5,2,152,152
54,5,3,2728,2582
54,5,4,66246,64541
54,6,2,99,99
54,6,3,1383,1251
54,6,4,25812,21096
54,7,2,73,70
54,7,3,897,756
54,7,4,13626,9273
54,8,2,57,54
54,8,3,523,466
54,8,4,7212,4908
54,8,5,101881,58928
54,9,2,46,44
54,9,3,361,318
54,9,4,4091,2664
54,9,5,54606,25122
54,10,2,38,36
54,10,3,292,233
54,10,4,2744,1658
54,10,5,29338,13646
54,11,2,30,30
54,11,3,200,172
54,11,4,1900,1095
54,11,5,16418,7678
54,12,2,27,26
54,12,3,161,131
54,12,4,1122,738
54,12,5,10364,4514
54,12,6,82665,28755
54,13,2,23,21
54,13,3,125,104
54,13,4,765,536
54,13,5,6385,2862
54,13,6,50556,17268
54,14,2,20,20
54,14,3,90,81
54,14,4,604,363
54,14,5,4597,1841
54,14,6,30454,9547
54,15,2,18,17
54,15,3,81,69
54,15,4,469,274
54,15,5,2412,1203
54,15,6,19514,6052
54,16,2,16,14
54,16,3,69,54
54,16,4,350,216
54,16,5,1864,895
54,16,6,13222,3686
54,16,7,73821,18259
54,17,2,14,14
54,17,3,59,45
54,17,4,242,159
54,17,5,1428,664
54,17,6,8327,2675
54,17,7,45840,10807
54,18,2,12,12
54,18,3,39,39
54,18,4,141,126
54,18,5,957,432
54,18,6,5323,1677
54,18,7,28057,7053
54,19,2,12,12
54,19,3,39,36
54,19,4,134,111
54,19,5,836,344
54,19,6,3709,1157
54,19,7,17472,4437
54,19,8,88615,17158
54,20,2,11,11
54,20,3,35,30
54,20,4,122,92
54,20,5,608,287
54,20,6,2563,875
54,20,7,12678,2879
54,20,8,53769,10055
54,21,2,10,10
54,21,3,32,29
54,21,4,117,78
54,21,5,442,227
54,21,6,2073,656
54,21,7,8625,2073
54,21,8,34835,6401
54,22,2,9,9
54,22,3,27,25
54,22,4,95,64
54,22,5,337,182
54,22,6,1415,484
54,22,7,5729,1488
54,22,8,22355,4338
54,23,2,8,8
54,23,3,25,22
54,23,4,72,52
54,23,5,262,144
54,23,6,1026,369
54,23,7,4321,1043
54,23,8,14693,3111
54,24,2,7,7
54,24,3,21,18
54,24,4,63,43
54,24,5,183,115
54,24,6,763,270
54,24,7,2794,754
54,24,8,10759,1942
55,3,2,495,495
55,4,2,248,248
55,4,3,6687,6683
55,5,2,154,154
55,5,3,2846,2673
55,5,4,71106,68310
55,6,2,105,101
55,6,3,1523,1394
55,6,4,28535,23669
55,7,2,76,72
55,7,3,969,779
55,7,4,14237,9830
55,8,2,57,55
55,8,3,573,482
55,8,4,7600,5198
55,9,2,49,45
55,9,3,374,330
55,9,4,4596,2848
55,9,5,61299,29994
55,10,2,39,36
55,10,3,320,242
55,10,4,3033,1749
55,10,5,32803,14652
55,11,2,31,30
55,11,3,208,180
55,11,4,1971,1165
55,11,5,18994,8290
55,12,2,28,27
55,12,3,168,138
55,12,4,1254,789
55,12,5,11524,5019
55,12,6,94851,35191
55,13,2,24,22
55,13,3,133,110
55,13,4,853,555
55,13,5,7209,3123
55,13,6,56692,19098
55,14,2,21,20
55,14,3,101,83
55,14,4,621,409
55,14,5,4680,2106
55,14,6,34418,11244
55,15,2,19,18
55,15,3,82,74
55,15,4,522,297
55,15,5,2521,1331
55,15,6,22191,6751
55,16,2,16,15
55,16,3,72,59
55,16,4,382,238
55,16,5,1977,945
55,16,6,14377,4136
55,16,7,85745,20804
55,17,2,14,14
55,17,3,62,46
55,17,4,274,175
55,17,5,1571,699
55,17,6,9099,2896
55,17,7,52333,11926
55,18,2,13,13
55,18,3,48,43
55,18,4,199,138
55,18,5,1147,486
55,18,6,6163,2029
55,18,7,32562,8174
55,19,2,12,12
55,19,3,39,37
55,19,4,139,113
55,19,5,919,365
55,19,6,3975,1251
55,19,7,20868,4855
55,20,2,11,11
55,20,3,36,33
55,20,4,126,99
55,20,5,666,306
55,20,6,2871,946
55,20,7,14271,3182
55,20,8,62118,12202
55,21,2,10,10
55,21,3,34,29
55,21,4,119,79
55,21,5,506,241
55,21,6,2359,752
55,21,7,9632,2292
55,21,8,40239,7541
55,22,2,10,10
55,22,3,31,25
55,22,4,102,73
55,22,5,380,195
55,22,6,1719,568
55,22,7,6681,1640
55,22,8,26033,5183
55,23,2,8,8
55,23,3,26,22
55,23,4,82,60
55,23,5,279,154
55,23,6,1169,436
55,23,7,4950,1158
55,23,8,17519,3559
55,24,2,7,7
55,24,3,24,19
55,24,4,68,51
55,24,5,198,120
55,24,6,921,330
55,24,7,3220,846
55,24,8,12099,2391
56,3,2,523,523
56,4,2,266,266
56,4,3,6930,6930
56,5,2,157,157
56,5,3,3031,2778
56,5,4,77612,74850
56,6,2,110,103
56,6,3,1622,1438
56,6,4,31200,24948
56,7,2,80,80
56,7,3,1009,808
56,7,4,15730,11152
56,8,2,57,56
56,8,3,585,497
56,8,4,8031,5453
56,9,2,49,46
56,9,3,383,343
56,9,4,4961,3000
56,9,5,68098,32344
56,10,2,40,40
56,10,3,329,252
56,10,4,3230,1848
56,10,5,35278,15949
56,11,2,31,31
56,11,3,223,184
56,11,4,2165,1232
56,11,5,20367,8904
56,12,2,28,27
56,12,3,181,140
56,12,4,1282,840
56,12,5,11763,5437
56,13,2,25,22
56,13,3,140,117
56,13,4,936,595
56,13,5,8096,3399
56,13,6,62627,21621
56,14,2,21,20
56,14,3,103,88
56,14,4,639,440
56,14,5,4680,2220
56,14,6,38338,12492
56,15,2,19,18
56,15,3,83,75
56,15,4,564,310
56,15,5,2635,1527
56,15,6,24824,7863
56,16,2,17,15
56,16,3,73,63
56,16,4,406,259
56,16,5,2171,1040
56,16,6,15663,4659
56,17,2,15,14
56,17,3,64,50
56,17,4,313,195
56,17,5,1773,784
56,17,6,10635,3113
56,17,7,60162,13625
56,18,2,13,13
56,18,3,49,44
56,18,4,210,144
56,18,5,1216,545
56,18,6,7096,2175
56,18,7,36681,9010
56,19,2,12,12
56,19,3,42,39
56,19,4,156,127
56,19,5,974,407
56,19,6,5074,1433
56,19,7,24459,5981
56,20,2,11,11
56,20,3,36,34
56,20,4,127,104
56,20,5,738,317
56,20,6,2898,1022
56,20,7,15654,3503
56,20,8,73835,13594
56,21,2,11,11
56,21,3,35,30
56,21,4,121,88
56,21,5,544,264
56,21,6,2538,816
56,21,7,10988,2523
56,21,8,47070,8486
56,22,2,10,10
56,22,3,31,26
56,22,4,104,74
56,22,5,403,202
56,22,6,1847,614
56,22,7,7721,1915
56,22,8,30376,5835
56,23,2,9,9
56,23,3,28,25
56,23,4,95,61
56,23,5,317,178
56,23,6,1399,475
56,23,7,5660,1383
56,23,8,19409,3994
56,24,2,7,7
56,24,3,24,19
56,24,4,73,52
56,24,5,248,140
56,24,6,946,360
56,24,7,3843,1018
56,24,8,13725,2702
57,3,2,532,532
57,4,2,271,271
57,4,3,7453,7453
57,5,2,161,160
57,5,3,3210,3033
57,5,4,81842,79002
57,6,2,114,114
57,6,3,1704,1492
57,6,4,32961,26391
57,7,2,82,82
57,7,3,1061,839
57,7,4,16944,11710
57,8,2,57,57
57,8,3,656,570
57,8,4,8504,5757
57,9,2,51,47
57,9,3,398,355
57,9,4,5458,3148
57,9,5,75512,34536
57,10,2,42,40
57,10,3,337,263
57,10,4,3591,1956
57,10,5,39127,17100
57,11,2,36,34
57,11,3,248,208
57,11,4,2344,1306
57,11,5,23166,9576
57,12,2,29,29
57,12,3,185,148
57,12,4,1470,874
57,12,5,12553,5852
57,13,2,25,24
57,13,3,143,119
57,13,4,1015,615
57,13,5,9009,3684
57,13,6,68833,23840
57,14,2,21,21
57,14,3,110,90
57,14,4,696,477
57,14,5,5616,2423
57,14,6,44248,13839
57,15,2,19,19
57,15,3,84,76
57,15,4,587,335
57,15,5,2833,1672
57,15,6,27060,8436
57,16,2,18,16
57,16,3,81,65
57,16,4,469,268
57,16,5,2280,1105
57,16,6,17671,5440
57,17,2,16,14
57,17,3,66,51
57,17,4,330,212
57,17,5,1926,869
57,17,6,11359,3488
57,17,7,69073,15622
57,18,2,13,13
57,18,3,53,45
57,18,4,222,159
57,18,5,1425,618
57,18,6,7734,2483
57,18,7,44002,9858
57,19,2,13,13
57,19,3,44,39
57,19,4,183,132
57,19,5,1082,432
57,19,6,5412,1635
57,19,7,27729,6525
57,20,2,12,12
57,20,3,39,36
57,20,4,135,112
57,20,5,848,362
57,20,6,3870,1160
57,20,7,18260,4085
57,20,8,89253,17046
57,21,2,11,11
57,21,3,35,30
57,21,4,123,93
57,21,5,581,283
57,21,6,2881,863
57,21,7,12629,2774
57,21,8,54587,9509
57,22,2,10,10
57,22,3,32,29
57,22,4,114,78
57,22,5,447,228
57,22,6,2174,684
57,22,7,9121,2115
57,22,8,35339,6537
57,23,2,9,9
57,23,3,28,25
57,23,4,101,65
57,23,5,332,184
57,23,6,1585,501
57,23,7,6510,1522
57,23,8,24118,4746
57,24,2,8,8
57,24,3,26,22
57,24,4,80,60
57,24,5,263,145
57,24,6,1204,423
57,24,7,4378,1129
57,24,8,16445,3285
58,3,2,561,561
58,4,2,276,276
58,4,3,7714,7714
58,5,2,174,174
58,5,3,3415,3144
58,5,4,89060,86455
58,6,2,117,116
58,6,3,1798,1547
